MSSV,MaMon,DiemHe10
SV09287,MATH02,7.10
SV09287,MATH01,2.00
SV09287,IT009,2.50
SV09287,IT007,5.30
SV09287,PHY01,2.70
SV09287,ENG02,3.90
SV09287,IT003,2.60
SV09287,IT001,9.40
SV09287,IT008,6.50
SV09288,IT005,4.40
SV09288,IT002,6.30
SV09288,IT001,9.10
SV09288,IT007,9.10
SV09288,MATH02,3.70
SV09289,MATH02,3.40
SV09289,PHY02,7.80
SV09289,MATH01,8.40
SV09289,IT003,9.10
SV09289,IT009,3.30
SV09290,ENG03,3.90
SV09290,MATH01,8.90
SV09290,ENG01,6.20
SV09290,MATH02,3.50
SV09290,MATH05,2.40
SV09290,IT004,6.10
SV09291,PHY01,6.80
SV09291,MATH04,5.90
SV09291,IT010,2.60
SV09291,ENG02,4.70
SV09291,IT002,9.50
SV09292,ENG03,6.70
SV09292,IT004,3.40
SV09292,MATH02,5.00
SV09292,IT007,8.40
SV09292,MATH01,8.70
SV09292,PHY01,4.70
SV09292,ENG01,6.10
SV09292,IT001,5.00
SV09292,IT009,6.90
SV09293,MATH04,2.20
SV09293,ENG01,2.70
SV09293,MATH05,3.70
SV09293,IT005,4.90
SV09293,IT004,7.60
SV09293,IT002,5.90
SV09293,IT003,4.80
SV09294,IT003,7.70
SV09294,IT008,5.20
SV09294,MATH05,8.80
SV09294,MATH01,4.40
SV09294,MATH04,4.30
SV09294,MATH03,2.40
SV09294,IT002,8.30
SV09294,IT004,8.60
SV09294,IT005,4.70
SV09295,ENG03,5.80
SV09295,IT007,3.70
SV09295,IT006,9.30
SV09295,MATH02,9.00
SV09295,PHY01,5.40
SV09295,PHY02,9.80
SV09295,IT001,2.10
SV09296,ENG03,3.30
SV09296,IT008,6.20
SV09296,ENG01,10.00
SV09296,PHY01,8.40
SV09296,ENG02,6.20
SV09296,MATH01,6.60
SV09296,IT007,6.10
SV09296,MATH04,5.10
SV09296,IT001,2.90
SV09297,IT007,9.30
SV09297,IT008,6.10
SV09297,IT009,5.10
SV09297,IT004,4.10
SV09297,MATH02,6.20
SV09297,ENG01,3.70
SV09297,IT003,6.90
SV09298,ENG02,4.60
SV09298,MATH02,3.50
SV09298,IT008,8.50
SV09298,IT002,2.20
SV09298,MATH03,8.40
SV09298,PHY01,5.20
SV09298,ENG01,7.20
SV09299,MATH02,6.30
SV09299,PHY01,2.00
SV09299,MATH04,2.90
SV09299,IT007,8.10
SV09299,PHY02,2.20
SV09299,MATH05,6.90
SV09299,MATH01,7.00
SV09300,IT002,2.20
SV09300,ENG03,8.90
SV09300,IT003,4.40
SV09300,IT005,3.40
SV09300,IT010,7.10
SV09300,PHY02,5.20
SV09300,IT004,9.80
SV09300,MATH04,6.10
SV09300,PHY01,9.20
SV09301,MATH04,5.30
SV09301,IT008,7.90
SV09301,IT009,2.50
SV09301,IT005,3.10
SV09301,IT003,2.30
SV09301,MATH03,7.20
SV09301,ENG02,6.30
SV09301,MATH01,6.40
SV09301,ENG03,9.50
SV09302,IT006,5.90
SV09302,IT005,6.00
SV09302,MATH02,8.00
SV09302,IT003,7.70
SV09302,IT002,7.80
SV09302,IT010,2.30
SV09302,IT008,8.40
SV09302,IT004,9.30
SV09302,IT007,2.70
SV09303,IT003,2.50
SV09303,IT009,7.70
SV09303,ENG02,6.00
SV09303,IT006,4.10
SV09303,MATH01,2.50
SV09303,MATH05,4.80
SV09304,IT007,5.20
SV09304,IT010,3.70
SV09304,IT008,2.40
SV09304,ENG02,8.20
SV09304,IT003,2.70
SV09304,MATH03,4.60
SV09304,MATH02,6.30
SV09304,IT005,4.60
SV09304,MATH01,9.80
SV09305,IT005,8.20
SV09305,ENG02,8.80
SV09305,IT006,6.00
SV09305,MATH04,8.40
SV09305,PHY01,5.40
SV09305,IT002,2.00
SV09305,ENG03,6.50
SV09306,PHY02,9.00
SV09306,MATH04,8.10
SV09306,IT005,5.20
SV09306,ENG01,9.50
SV09306,MATH02,3.60
SV09307,IT004,10.00
SV09307,MATH04,3.20
SV09307,PHY01,3.00
SV09307,IT008,8.90
SV09307,ENG02,8.00
SV09307,PHY02,9.50
SV09307,ENG01,7.70
SV09307,MATH05,8.40
SV09308,PHY01,9.10
SV09308,IT006,9.60
SV09308,ENG01,4.90
SV09308,IT010,10.00
SV09308,IT008,5.60
SV09308,IT001,2.30
SV09308,MATH02,7.60
SV09309,MATH01,2.40
SV09309,PHY02,9.40
SV09309,IT005,7.70
SV09309,ENG03,8.90
SV09309,IT002,8.00
SV09309,MATH05,9.70
SV09309,MATH02,4.60
SV09309,IT006,4.80
SV09309,IT010,6.90
SV09310,IT007,4.20
SV09310,IT005,6.80
SV09310,PHY02,2.60
SV09310,IT004,6.70
SV09310,ENG01,7.30
SV09310,IT003,8.00
SV09310,MATH04,8.80
SV09310,IT010,4.50
SV09311,ENG03,2.90
SV09311,IT009,3.20
SV09311,MATH04,3.30
SV09311,IT008,4.10
SV09311,PHY02,9.20
SV09311,IT007,6.90
SV09311,PHY01,2.80
SV09312,IT004,9.60
SV09312,MATH04,9.40
SV09312,IT002,7.90
SV09312,MATH01,5.50
SV09312,IT007,3.60
SV09312,IT008,6.30
SV09312,ENG02,6.90
SV09312,PHY01,5.50
SV09313,PHY01,4.90
SV09313,IT003,2.30
SV09313,IT001,7.80
SV09313,IT006,9.40
SV09313,ENG01,4.20
SV09314,MATH05,8.60
SV09314,MATH03,6.50
SV09314,PHY01,4.50
SV09314,IT008,9.00
SV09314,IT006,5.50
SV09314,PHY02,6.70
SV09314,IT009,2.60
SV09314,IT002,6.80
SV09315,IT002,5.70
SV09315,IT005,3.10
SV09315,IT006,9.30
SV09315,ENG02,9.30
SV09315,PHY01,4.50
SV09315,IT003,3.90
SV09316,IT003,6.60
SV09316,ENG01,9.00
SV09316,MATH03,3.60
SV09316,MATH02,8.10
SV09316,MATH05,4.20
SV09317,IT007,7.40
SV09317,MATH03,2.80
SV09317,MATH04,5.70
SV09317,PHY02,2.00
SV09317,IT006,5.30
SV09317,ENG02,3.10
SV09317,PHY01,6.00
SV09317,MATH02,5.80
SV09317,MATH05,4.40
SV09318,MATH01,7.20
SV09318,IT008,8.00
SV09318,ENG02,2.20
SV09318,MATH02,2.10
SV09318,MATH03,2.60
SV09318,ENG01,7.40
SV09318,MATH05,2.50
SV09319,MATH01,8.10
SV09319,IT009,7.60
SV09319,ENG01,4.90
SV09319,PHY02,8.20
SV09319,IT001,7.90
SV09319,IT010,3.10
SV09320,MATH05,5.80
SV09320,IT008,8.50
SV09320,PHY01,2.20
SV09320,IT002,9.70
SV09320,ENG02,4.60
SV09321,ENG01,4.10
SV09321,ENG02,7.90
SV09321,MATH04,9.60
SV09321,MATH01,4.50
SV09321,IT006,2.40
SV09321,IT008,2.30
SV09321,MATH02,4.30
SV09321,IT002,5.30
SV09321,PHY01,7.30
SV09321,IT010,9.20
SV09322,IT007,2.40
SV09322,ENG01,2.20
SV09322,PHY02,4.50
SV09322,IT005,2.50
SV09322,PHY01,3.20
SV09322,IT002,6.80
SV09322,MATH04,9.30
SV09322,IT003,2.90
SV09322,IT006,6.90
SV09323,IT008,4.70
SV09323,IT001,5.50
SV09323,PHY02,6.80
SV09323,IT007,9.60
SV09323,MATH04,4.00
SV09323,MATH05,2.50
SV09324,PHY02,8.10
SV09324,ENG01,3.20
SV09324,MATH05,6.70
SV09324,IT003,6.10
SV09324,PHY01,9.20
SV09325,IT001,7.60
SV09325,MATH05,7.60
SV09325,PHY01,8.40
SV09325,MATH02,8.10
SV09325,IT008,5.50
SV09326,ENG03,2.60
SV09326,IT006,3.30
SV09326,IT003,3.30
SV09326,MATH02,8.30
SV09326,IT009,3.00
SV09326,MATH01,6.50
SV09326,MATH05,2.40
SV09327,IT003,3.40
SV09327,MATH04,5.20
SV09327,MATH01,7.90
SV09327,IT006,7.40
SV09327,IT004,5.80
SV09327,IT005,9.50
SV09327,IT009,4.20
SV09327,IT010,7.90
SV09327,IT001,6.40
SV09327,MATH03,6.40
SV09328,IT009,4.50
SV09328,ENG02,2.80
SV09328,MATH05,9.90
SV09328,MATH04,4.80
SV09328,PHY02,7.20
SV09328,ENG03,3.60
SV09328,IT004,9.80
SV09329,IT009,5.00
SV09329,IT003,4.60
SV09329,IT004,6.40
SV09329,PHY02,6.10
SV09329,IT005,9.10
SV09329,ENG03,4.50
SV09330,MATH03,7.10
SV09330,IT002,2.70
SV09330,MATH04,7.50
SV09330,IT007,8.10
SV09330,ENG01,6.10
SV09330,ENG03,2.60
SV09330,IT006,5.20
SV09330,IT009,5.40
SV09330,MATH02,7.70
SV09331,ENG02,4.20
SV09331,MATH04,3.80
SV09331,MATH02,5.00
SV09331,ENG01,6.80
SV09331,IT005,8.60
SV09331,IT010,2.50
SV09331,ENG03,4.30
SV09331,IT003,4.90
SV09331,PHY02,2.70
SV09331,IT009,9.70
SV09332,MATH02,7.90
SV09332,MATH04,8.20
SV09332,ENG01,2.80
SV09332,MATH05,4.80
SV09332,PHY01,4.80
SV09332,MATH03,7.20
SV09332,IT010,2.80
SV09333,ENG02,5.40
SV09333,ENG03,2.30
SV09333,IT006,3.50
SV09333,MATH04,3.00
SV09333,IT008,2.40
SV09333,IT010,8.50
SV09333,IT001,9.40
SV09334,ENG03,4.80
SV09334,IT010,2.80
SV09334,IT003,9.70
SV09334,IT001,6.00
SV09334,ENG01,9.90
SV09334,PHY02,3.90
SV09334,IT007,6.50
SV09334,ENG02,3.00
SV09334,IT009,7.40
SV09334,MATH05,5.30
SV09335,PHY02,5.20
SV09335,IT002,2.10
SV09335,IT004,5.80
SV09335,MATH05,5.00
SV09335,MATH04,7.50
SV09335,IT003,6.50
SV09335,IT010,6.90
SV09335,IT005,4.10
SV09335,IT001,6.90
SV09336,MATH01,8.60
SV09336,IT004,3.90
SV09336,IT001,10.00
SV09336,IT002,8.80
SV09336,IT009,7.70
SV09336,IT007,4.30
SV09336,IT003,6.80
SV09336,PHY01,2.70
SV09336,IT008,4.90
SV09337,IT001,3.90
SV09337,IT007,5.10
SV09337,IT010,2.70
SV09337,ENG01,5.90
SV09337,IT009,5.60
SV09337,MATH02,7.20
SV09337,MATH03,5.70
SV09338,IT006,7.80
SV09338,ENG02,2.20
SV09338,ENG01,3.50
SV09338,MATH01,3.50
SV09338,IT007,7.30
SV09338,IT001,8.30
SV09338,ENG03,8.10
SV09338,IT005,5.40
SV09339,MATH03,2.80
SV09339,PHY01,7.30
SV09339,IT002,9.00
SV09339,IT003,5.80
SV09339,IT008,9.20
SV09339,PHY02,7.10
SV09339,IT006,3.10
SV09339,ENG03,5.40
SV09339,IT010,7.00
SV09340,IT005,2.70
SV09340,MATH02,6.10
SV09340,IT001,7.50
SV09340,MATH03,9.30
SV09340,PHY01,4.90
SV09340,ENG03,4.80
SV09340,ENG02,7.80
SV09340,MATH04,10.00
SV09341,PHY02,7.10
SV09341,MATH04,6.10
SV09341,IT009,6.60
SV09341,IT006,5.10
SV09341,MATH03,3.80
SV09341,PHY01,9.50
SV09341,MATH01,6.40
SV09341,IT004,6.40
SV09341,IT007,9.80
SV09341,ENG03,2.90
SV09342,PHY02,2.50
SV09342,ENG01,8.70
SV09342,IT004,2.60
SV09342,IT002,4.00
SV09342,ENG02,9.80
SV09342,IT003,7.50
SV09343,MATH01,9.90
SV09343,MATH03,4.50
SV09343,MATH04,3.80
SV09343,ENG03,6.30
SV09343,MATH02,3.20
SV09343,IT001,8.90
SV09343,MATH05,3.30
SV09343,IT002,8.30
SV09343,IT004,9.20
SV09343,IT010,2.60
SV09344,IT006,3.50
SV09344,IT003,9.90
SV09344,IT005,4.80
SV09344,IT001,9.80
SV09344,MATH01,6.50
SV09344,IT009,2.10
SV09345,IT009,7.60
SV09345,MATH05,2.20
SV09345,PHY02,6.90
SV09345,PHY01,5.40
SV09345,IT006,7.60
SV09345,MATH04,6.60
SV09345,MATH01,3.10
SV09346,MATH02,7.60
SV09346,IT004,6.20
SV09346,PHY02,5.30
SV09346,IT007,6.70
SV09346,PHY01,6.40
SV09346,IT006,5.60
SV09346,ENG02,2.80
SV09346,IT003,8.30
SV09346,IT008,4.40
SV09347,IT001,3.90
SV09347,MATH04,9.90
SV09347,IT005,7.10
SV09347,IT004,8.30
SV09347,IT003,8.80
SV09347,PHY02,2.00
SV09347,ENG03,6.90
SV09347,IT007,6.10
SV09347,MATH01,7.00
SV09348,MATH04,6.80
SV09348,IT006,3.10
SV09348,IT009,8.50
SV09348,MATH02,7.00
SV09348,IT001,2.50
SV09348,IT005,6.80
SV09349,IT001,8.10
SV09349,IT004,9.00
SV09349,ENG01,3.50
SV09349,MATH01,5.60
SV09349,ENG02,9.50
SV09350,PHY01,8.50
SV09350,MATH03,5.70
SV09350,MATH02,5.30
SV09350,IT005,7.10
SV09350,ENG02,3.10
SV09351,IT004,9.80
SV09351,PHY02,4.60
SV09351,IT005,9.20
SV09351,IT008,7.30
SV09351,IT006,2.50
SV09351,IT007,2.50
SV09351,MATH01,7.70
SV09351,IT010,7.70
SV09351,PHY01,7.60
SV09352,IT009,7.50
SV09352,MATH03,2.10
SV09352,IT004,5.10
SV09352,MATH04,5.10
SV09352,IT002,4.60
SV09352,MATH02,9.00
SV09352,PHY01,5.30
SV09352,MATH05,2.80
SV09352,IT010,9.40
SV09352,PHY02,2.40
SV09353,IT008,2.70
SV09353,ENG02,2.10
SV09353,MATH02,5.60
SV09353,MATH04,6.20
SV09353,MATH05,2.10
SV09353,IT003,5.20
SV09353,IT010,5.30
SV09354,MATH05,10.00
SV09354,IT007,6.10
SV09354,PHY01,3.60
SV09354,IT002,2.00
SV09354,ENG01,5.90
SV09354,IT003,2.10
SV09354,MATH04,3.40
SV09355,IT007,2.80
SV09355,IT003,7.50
SV09355,PHY02,3.40
SV09355,IT008,9.20
SV09355,IT002,9.90
SV09355,MATH04,8.60
SV09356,IT001,4.90
SV09356,IT006,8.10
SV09356,IT010,9.40
SV09356,MATH05,6.20
SV09356,ENG03,9.60
SV09357,PHY02,3.20
SV09357,MATH04,5.70
SV09357,IT005,2.90
SV09357,IT003,2.00
SV09357,MATH03,6.10
SV09357,ENG02,3.00
SV09358,PHY01,2.40
SV09358,IT008,8.60
SV09358,IT004,7.80
SV09358,PHY02,2.40
SV09358,IT009,8.60
SV09358,MATH04,9.70
SV09358,MATH03,2.80
SV09358,IT010,7.10
SV09358,ENG01,5.40
SV09359,MATH01,5.60
SV09359,MATH02,4.90
SV09359,IT007,6.90
SV09359,IT003,8.20
SV09359,MATH03,7.20
SV09360,MATH02,5.50
SV09360,ENG02,7.90
SV09360,IT008,6.60
SV09360,IT003,7.00
SV09360,ENG01,3.60
SV09360,IT002,8.80
SV09360,IT004,5.40
SV09360,MATH05,3.90
SV09360,MATH03,6.70
SV09360,PHY01,4.30
SV09361,IT005,8.00
SV09361,ENG02,5.90
SV09361,ENG01,4.70
SV09361,MATH05,7.80
SV09361,PHY02,3.60
SV09362,PHY01,7.20
SV09362,ENG02,7.00
SV09362,MATH03,3.00
SV09362,ENG01,3.10
SV09362,IT004,4.40
SV09362,IT002,2.70
SV09362,PHY02,4.00
SV09362,IT003,6.50
SV09362,IT008,9.20
SV09363,MATH02,5.40
SV09363,IT001,8.40
SV09363,IT009,8.50
SV09363,IT002,6.80
SV09363,ENG02,3.90
SV09363,IT008,9.70
SV09363,IT005,4.50
SV09363,IT004,9.70
SV09363,PHY02,4.30
SV09363,MATH05,2.20
SV09364,IT003,3.00
SV09364,IT001,3.10
SV09364,MATH04,9.80
SV09364,IT004,9.90
SV09364,ENG02,8.60
SV09364,PHY01,3.90
SV09365,MATH05,5.40
SV09365,IT006,4.10
SV09365,MATH04,9.10
SV09365,IT010,9.70
SV09365,MATH01,5.80
SV09365,PHY02,4.50
SV09365,ENG01,8.70
SV09365,IT002,3.30
SV09366,IT002,5.50
SV09366,PHY01,10.00
SV09366,IT003,4.10
SV09366,IT008,2.40
SV09366,ENG02,7.60
SV09366,MATH02,2.50
SV09366,PHY02,6.00
SV09367,IT005,7.00
SV09367,IT004,4.20
SV09367,MATH02,4.00
SV09367,MATH05,7.50
SV09367,ENG03,5.90
SV09367,PHY02,8.90
SV09367,MATH01,3.70
SV09367,IT006,9.00
SV09367,IT008,9.00
SV09367,MATH04,8.90
SV09368,IT007,9.50
SV09368,MATH04,4.40
SV09368,ENG01,3.70
SV09368,IT010,4.10
SV09368,IT009,3.90
SV09368,ENG02,8.20
SV09368,IT005,2.50
SV09368,MATH01,7.00
SV09369,IT002,4.80
SV09369,ENG01,7.80
SV09369,IT008,7.60
SV09369,IT001,4.70
SV09369,IT004,9.80
SV09369,PHY01,8.70
SV09369,MATH04,5.20
SV09369,IT009,9.60
SV09370,IT001,7.30
SV09370,IT009,8.30
SV09370,PHY02,8.70
SV09370,MATH03,6.30
SV09370,MATH04,4.80
SV09371,ENG03,3.70
SV09371,PHY01,5.60
SV09371,MATH02,4.20
SV09371,IT002,3.30
SV09371,MATH01,3.50
SV09371,IT001,9.70
SV09371,MATH05,2.40
SV09372,ENG01,2.40
SV09372,IT004,4.60
SV09372,MATH05,6.80
SV09372,IT009,5.70
SV09372,IT006,7.00
SV09372,MATH04,6.70
SV09372,IT003,7.80
SV09372,MATH03,6.20
SV09373,IT005,5.20
SV09373,IT001,7.50
SV09373,IT003,6.90
SV09373,PHY01,7.40
SV09373,ENG03,6.90
SV09373,IT004,7.60
SV09374,IT001,3.90
SV09374,PHY02,5.50
SV09374,IT010,4.30
SV09374,MATH04,8.20
SV09374,IT003,5.20
SV09375,PHY02,4.40
SV09375,IT003,7.30
SV09375,IT010,2.20
SV09375,ENG01,9.10
SV09375,IT009,5.60
SV09376,IT009,3.40
SV09376,IT005,3.00
SV09376,IT002,4.40
SV09376,IT001,8.50
SV09376,ENG02,6.90
SV09376,MATH01,2.40
SV09376,IT004,3.40
SV09376,ENG03,8.50
SV09376,PHY01,6.80
SV09377,MATH03,4.10
SV09377,ENG03,4.70
SV09377,IT003,5.30
SV09377,MATH02,7.70
SV09377,IT005,3.30
SV09377,MATH01,7.10
SV09377,PHY01,4.90
SV09378,ENG03,2.10
SV09378,IT008,7.70
SV09378,PHY01,5.00
SV09378,IT003,8.20
SV09378,ENG02,3.50
SV09378,IT004,3.30
SV09378,PHY02,3.60
SV09379,IT002,4.10
SV09379,IT009,9.40
SV09379,IT008,4.90
SV09379,ENG03,3.20
SV09379,MATH02,10.00
SV09379,IT004,9.80
SV09380,IT001,4.40
SV09380,MATH02,5.90
SV09380,IT004,3.80
SV09380,MATH05,6.30
SV09380,IT008,2.90
SV09380,IT002,8.40
SV09380,IT006,5.30
SV09380,IT009,2.60
SV09381,ENG01,4.60
SV09381,PHY01,8.50
SV09381,IT001,3.50
SV09381,MATH05,6.30
SV09381,ENG02,2.60
SV09381,IT008,2.90
SV09381,IT005,8.30
SV09382,IT010,3.90
SV09382,PHY01,2.80
SV09382,ENG03,2.70
SV09382,PHY02,3.40
SV09382,IT002,2.80
SV09382,MATH02,6.80
SV09382,MATH01,8.60
SV09382,MATH05,8.20
SV09382,ENG02,7.20
SV09383,MATH05,6.40
SV09383,IT010,3.10
SV09383,IT006,4.40
SV09383,MATH02,6.70
SV09383,IT009,7.30
SV09383,MATH04,5.30
SV09383,ENG01,2.30
SV09383,ENG03,5.40
SV09383,IT002,6.70
SV09383,IT001,9.60
SV09384,PHY02,2.60
SV09384,PHY01,4.90
SV09384,IT010,8.70
SV09384,IT009,8.80
SV09384,MATH04,5.40
SV09384,IT008,9.50
SV09384,ENG03,6.10
SV09385,MATH01,3.60
SV09385,IT005,2.00
SV09385,IT010,2.50
SV09385,ENG03,6.90
SV09385,IT001,2.10
SV09385,IT004,9.90
SV09386,IT001,7.60
SV09386,IT009,8.90
SV09386,IT004,6.40
SV09386,ENG03,9.80
SV09386,MATH02,8.40
SV09386,MATH01,2.40
SV09386,ENG02,5.30
SV09387,PHY02,3.40
SV09387,IT004,7.00
SV09387,IT005,7.50
SV09387,PHY01,6.40
SV09387,MATH05,2.80
SV09388,ENG02,7.30
SV09388,IT009,2.70
SV09388,IT004,6.90
SV09388,IT010,6.10
SV09388,IT001,3.90
SV09388,IT008,4.20
SV09388,IT003,6.20
SV09388,IT006,2.30
SV09389,MATH02,4.20
SV09389,IT010,2.60
SV09389,MATH05,3.90
SV09389,ENG02,3.20
SV09389,MATH03,2.00
SV09389,IT001,6.60
SV09389,IT004,9.70
SV09389,IT007,4.10
SV09389,IT005,3.10
SV09389,IT003,7.10
SV09390,MATH01,8.90
SV09390,IT006,2.80
SV09390,IT002,5.00
SV09390,IT007,6.40
SV09390,IT009,9.50
SV09390,IT008,9.40
SV09390,MATH03,7.90
SV09391,MATH01,3.70
SV09391,IT004,5.40
SV09391,MATH03,5.60
SV09391,PHY02,5.70
SV09391,ENG01,6.10
SV09391,ENG03,6.30
SV09391,MATH05,5.70
SV09391,IT005,3.80
SV09392,PHY02,3.20
SV09392,MATH05,8.80
SV09392,IT004,3.60
SV09392,IT009,7.40
SV09392,IT008,6.40
SV09392,PHY01,3.50
SV09392,MATH01,9.20
SV09393,IT010,4.70
SV09393,MATH02,7.80
SV09393,IT004,6.20
SV09393,PHY01,8.50
SV09393,ENG02,8.00
SV09393,IT006,7.10
SV09393,IT002,2.90
SV09394,ENG03,2.50
SV09394,IT001,2.10
SV09394,IT010,7.40
SV09394,ENG01,6.80
SV09394,MATH02,5.10
SV09394,IT009,6.40
SV09395,IT010,8.90
SV09395,IT008,8.20
SV09395,IT004,4.00
SV09395,MATH05,2.80
SV09395,PHY02,8.10
SV09396,IT009,8.50
SV09396,MATH01,6.50
SV09396,MATH05,8.60
SV09396,ENG02,5.30
SV09396,IT001,4.20
SV09396,IT007,8.00
SV09396,MATH04,5.50
SV09396,IT006,5.10
SV09396,IT003,4.10
SV09396,IT010,3.50
SV09397,IT007,8.70
SV09397,MATH01,9.80
SV09397,MATH02,5.70
SV09397,IT004,2.80
SV09397,ENG03,3.60
SV09397,IT001,3.20
SV09397,MATH05,7.20
SV09398,IT007,4.30
SV09398,ENG02,6.20
SV09398,IT002,4.50
SV09398,MATH03,5.70
SV09398,PHY02,7.40
SV09398,IT005,5.90
SV09398,IT010,7.40
SV09398,IT003,9.70
SV09398,MATH02,5.70
SV09399,IT007,3.30
SV09399,IT002,6.50
SV09399,PHY01,2.30
SV09399,ENG02,6.30
SV09399,IT005,9.40
SV09399,ENG03,9.50
SV09400,IT005,7.30
SV09400,IT010,8.80
SV09400,ENG03,3.90
SV09400,IT009,7.30
SV09400,PHY01,8.00
SV09401,IT009,8.20
SV09401,ENG02,6.10
SV09401,MATH01,5.80
SV09401,IT002,5.40
SV09401,PHY02,8.70
SV09401,MATH03,5.20
SV09401,IT003,7.50
SV09402,MATH01,4.50
SV09402,IT004,5.70
SV09402,IT006,5.10
SV09402,MATH03,2.30
SV09402,IT010,7.00
SV09402,MATH05,8.10
SV09402,IT007,6.30
SV09402,ENG01,2.20
SV09402,MATH02,5.50
SV09402,ENG02,2.00
SV09403,IT010,7.40
SV09403,MATH05,5.90
SV09403,PHY02,4.60
SV09403,PHY01,8.30
SV09403,IT005,6.60
SV09403,IT003,6.80
SV09404,ENG03,8.50
SV09404,IT009,2.30
SV09404,IT007,5.70
SV09404,IT002,2.70
SV09404,MATH02,4.40
SV09405,PHY02,7.50
SV09405,PHY01,5.00
SV09405,IT007,2.00
SV09405,MATH01,8.20
SV09405,IT002,6.70
SV09405,IT004,4.00
SV09405,ENG02,9.20
SV09406,MATH01,9.30
SV09406,IT009,2.70
SV09406,MATH04,3.40
SV09406,ENG02,5.90
SV09406,PHY01,3.40
SV09406,MATH02,6.10
SV09407,IT007,3.90
SV09407,MATH01,3.00
SV09407,IT005,8.30
SV09407,PHY02,9.40
SV09407,ENG01,9.30
SV09407,IT009,3.20
SV09408,PHY01,7.00
SV09408,IT006,5.40
SV09408,MATH01,5.20
SV09408,IT001,3.50
SV09408,ENG01,8.80
SV09408,IT008,9.20
SV09408,IT002,8.80
SV09408,IT003,2.50
SV09409,IT007,7.60
SV09409,IT002,3.50
SV09409,IT010,9.50
SV09409,ENG01,6.90
SV09409,PHY01,5.50
SV09409,MATH03,9.00
SV09409,ENG03,6.20
SV09409,IT009,2.80
SV09410,IT002,8.90
SV09410,IT001,9.60
SV09410,ENG01,4.50
SV09410,IT004,9.20
SV09410,IT010,5.60
SV09410,ENG03,9.30
SV09410,MATH01,9.30
SV09410,ENG02,4.60
SV09411,IT004,7.80
SV09411,ENG02,9.90
SV09411,MATH03,2.80
SV09411,MATH04,8.40
SV09411,IT009,7.50
SV09411,IT006,4.20
SV09411,IT010,6.10
SV09411,PHY02,9.70
SV09412,IT006,2.80
SV09412,MATH02,7.90
SV09412,PHY02,5.50
SV09412,ENG01,7.00
SV09412,PHY01,6.60
SV09412,IT003,9.50
SV09412,IT004,5.60
SV09412,ENG02,2.10
SV09412,IT007,9.80
SV09412,IT009,3.80
SV09413,PHY01,8.40
SV09413,ENG01,3.00
SV09413,IT006,9.40
SV09413,MATH05,4.80
SV09413,MATH02,8.60
SV09414,ENG02,3.00
SV09414,ENG03,8.40
SV09414,IT001,4.50
SV09414,ENG01,5.20
SV09414,MATH03,6.40
SV09414,IT009,9.00
SV09414,MATH01,4.90
SV09415,IT010,5.00
SV09415,IT008,4.80
SV09415,IT009,2.90
SV09415,MATH03,9.40
SV09415,PHY01,8.00
SV09415,IT007,3.40
SV09415,PHY02,7.20
SV09416,IT005,8.30
SV09416,IT003,2.00
SV09416,MATH05,5.80
SV09416,IT010,6.20
SV09416,IT002,5.00
SV09417,MATH03,6.20
SV09417,MATH01,3.80
SV09417,IT007,2.00
SV09417,MATH05,3.10
SV09417,ENG02,8.90
SV09417,IT005,5.40
SV09417,IT001,3.70
SV09418,ENG01,3.30
SV09418,IT005,5.50
SV09418,IT009,7.30
SV09418,PHY02,8.00
SV09418,MATH03,5.20
SV09418,MATH04,4.00
SV09418,IT003,4.00
SV09418,MATH05,8.30
SV09418,ENG03,8.30
SV09418,IT002,5.70
SV09419,ENG02,9.10
SV09419,IT007,2.70
SV09419,IT004,2.70
SV09419,IT005,7.50
SV09419,IT010,6.10
SV09419,ENG01,8.80
SV09419,MATH02,4.00
SV09419,IT001,7.80
SV09420,ENG01,3.80
SV09420,IT010,6.50
SV09420,IT008,6.70
SV09420,IT009,2.50
SV09420,MATH05,4.20
SV09420,MATH02,6.00
SV09420,ENG03,8.60
SV09420,MATH04,6.00
SV09420,IT001,2.60
SV09421,MATH02,5.90
SV09421,IT010,3.50
SV09421,MATH01,7.00
SV09421,IT009,6.50
SV09421,MATH04,9.60
SV09421,PHY01,5.90
SV09421,IT008,6.50
SV09421,MATH03,3.00
SV09421,IT005,7.50
SV09422,MATH01,9.50
SV09422,ENG01,4.80
SV09422,IT004,5.50
SV09422,IT007,2.40
SV09422,ENG02,7.20
SV09422,IT008,2.20
SV09422,IT009,8.20
SV09422,IT010,2.80
SV09422,ENG03,9.10
SV09422,IT005,3.40
SV09423,MATH01,7.40
SV09423,IT008,4.30
SV09423,MATH05,2.60
SV09423,ENG01,5.20
SV09423,MATH04,4.30
SV09424,MATH01,3.20
SV09424,PHY01,6.00
SV09424,ENG03,9.00
SV09424,ENG02,7.00
SV09424,IT007,8.70
SV09424,ENG01,3.90
SV09425,IT004,9.30
SV09425,IT003,9.60
SV09425,ENG02,9.50
SV09425,MATH04,7.00
SV09425,PHY01,6.60
SV09425,IT001,3.50
SV09425,ENG01,2.10
SV09425,MATH03,2.40
SV09425,IT010,7.60
SV09425,MATH01,2.80
SV09426,IT010,8.10
SV09426,ENG01,5.30
SV09426,IT004,5.10
SV09426,ENG03,4.10
SV09426,MATH04,7.20
SV09426,IT005,5.40
SV09426,IT003,6.60
SV09426,PHY02,6.70
